turn_num,op_name,my_hp,op_hp,my_type1,my_type2,op_type1,op_type2,my_status,op_status,my_speed,op_speedwin
turn1,Drill Peck,Bulbasaur,125,-90.0,Normal,Flying,Grass,Poison,0,0,5005,2255,True
turn1,Drill Peck,Ivysaur,125,-22.0,Normal,Flying,Grass,Poison,0,0,5005,3005,True
turn1,Drill Peck,Venusaur,60.0,29.0,Normal,Flying,Grass,Poison,0,0,5005,4005,True
turn2,Drill Peck,Venusaur,60.0,-91.0,Normal,Flying,Grass,Poison,0,0,5005,4005,True
turn1,Drill Peck,Charmander,73.0,2.0,Normal,Flying,Fire,,0,0,5005,3255,True
turn2,Drill Peck,Charmander,73.0,-107.0,Normal,Flying,Fire,,0,0,5005,3255,True
turn1,Drill Peck,Charmeleon,48.0,45.0,Normal,Flying,Fire,,0,0,5005,4005,True
turn2,Drill Peck,Charmeleon,48.0,-36.0,Normal,Flying,Fire,,0,0,5005,4005,True
turn1,Drill Peck,Charizard,21.0,81.0,Normal,Flying,Fire,Flying,0,0,5005,5005,False
turn2,Drill Peck,Charizard,-83.0,81.0,Normal,Flying,Fire,Flying,0,0,5005,5005,False
turn1,Drill Peck,Squirtle,83.0,37.0,Normal,Flying,Water,,0,0,5005,2155,True
turn2,Drill Peck,Squirtle,83.0,-34.0,Normal,Flying,Water,,0,0,5005,2155,True
turn1,Drill Peck,Wartortle,72.0,65.0,Normal,Flying,Water,,0,0,5005,2905,True
turn2,Drill Peck,Wartortle,18.0,6.0,Normal,Flying,Water,,0,0,5005,2905,True
turn3,Drill Peck,Wartortle,18.0,-51.0,Normal,Flying,Water,,0,0,5005,2905,True
turn1,Drill Peck,Blastoise,51.0,93.0,Normal,Flying,Water,,0,0,5005,3905,False
turn2,Drill Peck,Blastoise,-14.0,43.0,Normal,Flying,Water,,0,0,5005,3905,False
turn1,Drill Peck,Caterpie,125,-170.0,Normal,Flying,Bug,,0,0,5005,2255,True
turn1,Drill Peck,Metapod,125,-46.0,Normal,Flying,Bug,,0,0,5005,1505,True
turn1,Drill Peck,Butterfree,125,-65.0,Normal,Flying,Bug,Flying,0,0,5005,3505,True
turn1,Drill Peck,Weedle,125,-205.0,Normal,Flying,Bug,Poison,0,0,5005,2505,True
turn1,Drill Peck,Kakuna,125,-89.0,Normal,Flying,Bug,Poison,0,0,5005,1755,True
turn1,Drill Peck,Beedrill,125,-109.0,Normal,Flying,Bug,Poison,3,0,5005,3755,True
turn1,Drill Peck,Pidgey,125,-19.0,Normal,Flying,Normal,Flying,0,0,5005,2805,True
turn1,Drill Peck,Pidgeotto,89.0,38.0,Normal,Flying,Normal,Flying,0,0,5005,3555,True
turn2,Drill Peck,Pidgeotto,89.0,-40.0,Normal,Flying,Normal,Flying,0,0,5005,3555,True
turn1,Drill Peck,Pidgeot,77.0,81.0,Normal,Flying,Normal,Flying,0,0,5005,5055,False
turn2,Drill Peck,Pidgeot,31.0,23.0,Normal,Flying,Normal,Flying,0,0,5005,5055,False
turn3,Drill Peck,Pidgeot,-19.0,23.0,Normal,Flying,Normal,Flying,0,0,5005,5055,False
turn1,Drill Peck,Rattata,125,-28.0,Normal,Flying,Normal,,0,0,5005,3605,True
turn1,Drill Peck,Raticate,66.0,40.0,Normal,Flying,Normal,,0,0,5005,4855,True
turn2,Drill Peck,Raticate,66.0,-34.0,Normal,Flying,Normal,,0,0,5005,4855,True
turn1,Drill Peck,Spearow,125,-48.0,Normal,Flying,Normal,Flying,0,0,5005,3505,True
turn1,Drill Peck,Fearow,54.0,55.0,Normal,Flying,Normal,Flying,0,0,5005,5005,False
