turn_num,op_name,my_hp,op_hp,my_type1,my_type2,op_type1,op_type2,my_status,op_status,my_speed,op_speedwin
turn1,Slash,Bulbasaur,87.0,61.0,Ground,,Grass,Poison,0,0,2005,2255,True
turn2,Slash,Bulbasaur,66.0,16.0,Ground,,Grass,Poison,0,0,2005,2255,True
turn3,Slash,Bulbasaur,44.0,-28.0,Ground,,Grass,Poison,0,0,2005,2255,True
turn1,Slash,Ivysaur,81.0,86.0,Ground,,Grass,Poison,0,0,2005,3005,False
turn2,Slash,Ivysaur,52.0,51.0,Ground,,Grass,Poison,0,0,2005,3005,False
turn3,Slash,Ivysaur,24.0,14.0,Ground,,Grass,Poison,0,0,2005,3005,False
turn4,Slash,Ivysaur,-2.0,14.0,Ground,,Grass,Poison,0,0,2005,3005,False
turn1,Slash,Venusaur,-116.0,140,Ground,,Grass,Poison,0,0,2005,4005,False
turn1,Slash,Charmander,55.0,46.0,Ground,,Fire,,0,0,2005,3255,False
turn2,Slash,Charmander,-4.0,46.0,Ground,,Fire,,0,0,2005,3255,False
turn1,Slash,Charmeleon,35.0,80.0,Ground,,Fire,,0,0,2005,4005,False
turn2,Slash,Charmeleon,-33.0,80.0,Ground,,Fire,,0,0,2005,4005,False
turn1,Slash,Charizard,14.0,108.0,Ground,,Fire,Flying,0,0,2005,5005,False
turn2,Slash,Charizard,-90.0,108.0,Ground,,Fire,Flying,0,0,2005,5005,False
turn1,Slash,Squirtle,-6.0,104,Ground,,Water,,0,0,2005,2155,False
turn1,Slash,Wartortle,-29.0,119,Ground,,Water,,0,0,2005,2905,False
turn1,Slash,Blastoise,59.0,117.0,Ground,,Water,,0,0,2005,3905,False
turn2,Slash,Blastoise,5.0,96.0,Ground,,Water,,0,0,2005,3905,False
turn3,Slash,Blastoise,-46.0,96.0,Ground,,Water,,0,0,2005,3905,False
turn1,Slash,Caterpie,102.0,47.0,Ground,,Bug,,0,0,2005,2255,True
turn2,Slash,Caterpie,95.0,-15.0,Ground,,Bug,,0,0,2005,2255,True
turn1,Slash,Metapod,104.0,67.0,Ground,,Bug,,0,0,2005,1505,True
turn2,Slash,Metapod,99.0,27.0,Ground,,Bug,,0,0,2005,1505,True
turn3,Slash,Metapod,99.0,-13.0,Ground,,Bug,,0,0,2005,1505,True
turn1,Slash,Butterfree,110,120,Ground,,Bug,Flying,0,0,2005,3505,False
turn2,Slash,Butterfree,23.0,120,Ground,,Bug,Flying,1,0,2005,3505,False
turn3,Slash,Butterfree,-60.0,120,Ground,,Bug,Flying,1,0,2005,3505,False
turn1,Slash,Weedle,107.0,25.0,Ground,,Bug,Poison,0,0,2005,2505,True
turn2,Slash,Weedle,104.0,-45.0,Ground,,Bug,Poison,0,0,2005,2505,True
turn1,Slash,Kakuna,103.0,59.0,Ground,,Bug,Poison,0,0,2005,1755,True
turn2,Slash,Kakuna,97.0,14.0,Ground,,Bug,Poison,0,0,2005,1755,True
turn3,Slash,Kakuna,97.0,-34.0,Ground,,Bug,Poison,0,0,2005,1755,True
turn1,Slash,Beedrill,50.0,68.0,Ground,,Bug,Poison,3,0,2005,3755,False
turn2,Slash,Beedrill,6.0,18.0,Ground,,Bug,Poison,3,0,2005,3755,False
