turn_num,op_name,my_hp,op_hp,my_type1,my_type2,op_type1,op_type2,my_status,op_status,my_speed,op_speedwin
turn1,Take Down,Bulbasaur,53.0,4.0,Ground,Rock,Grass,Poison,0,0,2005,2255,False
turn2,Take Down,Bulbasaur,-35.0,4.0,Ground,Rock,Grass,Poison,0,0,2005,2255,False
turn1,Take Down,Ivysaur,50.0,48.0,Ground,Rock,Grass,Poison,0,0,2005,3005,False
turn2,Take Down,Ivysaur,-45.0,48.0,Ground,Rock,Grass,Poison,0,0,2005,3005,False
turn1,Take Down,Venusaur,-546.0,140,Ground,Rock,Grass,Poison,0,0,2005,4005,False
turn1,Take Down,Charmander,79.0,-4.0,Ground,Rock,Fire,,0,0,2005,3255,True
turn1,Take Down,Charmeleon,72.0,38.0,Ground,Rock,Fire,,0,0,2005,4005,True
turn2,Take Down,Charmeleon,-16.0,-47.0,Ground,Rock,Fire,,0,0,2005,4005,True
turn1,Take Down,Charizard,70.0,81.0,Ground,Rock,Fire,Flying,0,0,2005,5005,False
turn2,Take Down,Charizard,-14.0,81.0,Ground,Rock,Fire,Flying,0,0,2005,5005,False
turn1,Take Down,Squirtle,-170.0,104,Ground,Rock,Water,,0,0,2005,2155,False
turn1,Take Down,Wartortle,-263.0,119,Ground,Rock,Water,,0,0,2005,2905,False
turn1,Take Down,Blastoise,122.0,87.0,Ground,Rock,Water,,0,0,2005,3905,True
turn2,Take Down,Blastoise,80.0,37.0,Ground,Rock,Water,,0,0,2005,3905,True
turn3,Take Down,Blastoise,37.0,-12.0,Ground,Rock,Water,,0,0,2005,3905,True
turn1,Take Down,Caterpie,94.0,-35.0,Ground,Rock,Bug,,0,0,2005,2255,True
turn1,Take Down,Metapod,117.0,17.0,Ground,Rock,Bug,,0,0,2005,1505,True
turn2,Take Down,Metapod,75.0,-67.0,Ground,Rock,Bug,,0,0,2005,1505,True
turn1,Horn Drill,Butterfree,142.0,120,Ground,Rock,Bug,Flying,0,0,2005,3505,False
turn2,Horn Drill,Butterfree,60.0,120,Ground,Rock,Bug,Flying,1,0,2005,3505,False
